l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
68	139247	1761	7	41.00	52735.84	0.09	0.08	N	O	1998-06-24	1998-06-27	1998-07-06	NONE	SHIP	eposits nag special ideas. furiousl
69	115209	7721	1	48.00	58761.60	0.01	0.07	A	F	1994-08-17	1994-08-11	1994-09-08	NONE	TRUCK	regular epitaphs. carefully even ideas hag
69	104180	9201	2	32.00	37893.76	0.08	0.06	A	F	1994-08-24	1994-08-17	1994-08-31	NONE	REG AIR	s sleep carefully bold, 
69	137267	4807	3	17.00	22172.42	0.09	0.00	A	F	1994-07-02	1994-07-07	1994-07-03	TAKE BACK RETURN	AIR	final, pending instr
69	37502	2509	4	3.00	4318.50	0.09	0.04	R	F	1994-06-06	1994-07-27	1994-06-15	NONE	MAIL	 blithely final d
69	92070	7089	5	42.00	44606.94	0.07	0.04	R	F	1994-07-31	1994-07-26	1994-08-28	DELIVER IN PERSON	REG AIR	tect regular, speci
69	18504	1006	6	23.00	32717.50	0.05	0.00	A	F	1994-10-03	1994-08-06	1994-10-24	NONE	SHIP	nding accounts ca
70	64128	9141	1	8.00	8736.96	0.03	0.08	R	F	1994-01-12	1994-02-27	1994-01-14	TAKE BACK RETURN	FOB	ggle. carefully pending dependenc
70	196156	1195	2	13.00	16277.95	0.06	0.06	A	F	1994-03-03	1994-02-13	1994-03-26	COLLECT COD	AIR	lyly special packag
70	179809	7361	3	1.00	1888.80	0.03	0.05	R	F	1994-01-26	1994-03-05	1994-01-28	TAKE BACK RETURN	RAIL	quickly. fluffily unusual theodolites c
70	45734	743	4	11.00	18477.03	0.01	0.05	A	F	1994-03-17	1994-03-17	1994-03-27	NONE	MAIL	alongside of the deposits. fur
70	37131	2138	5	37.00	39520.81	0.09	0.04	R	F	1994-02-13	1994-03-16	1994-02-21	COLLECT COD	MAIL	n accounts are. q
70	55655	3171	6	19.00	30602.35	0.06	0.03	A	F	1994-01-26	1994-02-17	1994-02-06	TAKE BERROR 122 (HY000) at line 120: IDB-2009: Unable to perform the operation because DMLProc with PID 38391 is currently holding the table lock for session 29.
ACK RETURN	SHIP	 packages wake pending accounts.
71	61931	1932	1	25.00	47323.25	0.09	0.07	N	O	1998-04-10	1998-04-22	1998-04-11	COLLECT COD	FOB	ckly. slyly
71	65916	3435	2	3.00	5645.73	0.09	0.07	N	O	1998-05-23	1998-04-03	1998-06-02	COLLECT COD	SHIP	y. pinto beans haggle after the
71	34432	1942	3	45.00	61489.35	0.00	0.07	N	O	1998-02-23	1998-03-20	1998-03-24	DELIVER IN PERSON	SHIP	 ironic packages believe blithely a
71	96645	9155	4	33.00	54174.12	0.00	0.01	N	O	1998-04-12	1998-03-20	1998-04-15	NONE	FOB	 serve quickly fluffily bold deposi
71	103255	5766	5	39.00	49071.75	0.08	0.06	N	O	1998-01-29	1998-04-07	1998-02-18	DELIVER IN PERSON	RAIL	l accounts sleep across the pack
71	195635	674	6	34.00	58841.42	0.04	0.01	N	O	1998-03-05	1998-04-22	1998-03-30	DELIVER IN PERSON	TRUCK	s cajole. 
96	123076	613	1	23.00	25278.61	0.10	0.06	A	F	1994-07-19	1994-06-29	1994-07-25	DELIVER IN PERSON	TRUCK	ep-- carefully reg
96	135390	5391	2	30.00	42761.70	0.01	0.06	R	F	1994-06-03	1994-05-29	1994-06-22	DELIVER IN PERSON	TRUCK	e quickly even ideas. furiou
97	119477	1989	1	13.00	19454.11	0.00	0.02	R	F	1993-04-01	1993-04-04	1993-04-08	NONE	TRUCK	ayers cajole against the furiously
97	49568	2073	2	37.00	56149.72	0.02	0.06	A	F	1993-04-13	1993-03-30	1993-04-14	DELIVER IN PERSON	SHIP	ic requests boost carefully quic
97	77699	5221	3	19.00	31857.11	0.06	0.08	R	F	1993-05-14	1993-03-05	1993-05-25	TAKE BACK RETURN	RAIL	gifts. furiously ironic packages cajole. 
98	40216	217	1	28.00	32373.88	0.06	0.07	A	F	1994-12-24	1994-10-25	1995-01-16	COLLECT COD	REG AIR	 pending, regular accounts s
98	109743	7274	2	1.00	1752.74	0.00	0.00	A	F	1994-12-01	1994-12-12	1994-12-15	DELIVER IN PERSON	TRUCK	. unusual instructions against
98	44706	4707	3	14.00	23109.80	0.05	0.02	A	F	1994-12-30	1994-11-22	1995-01-27	COLLECT COD	AIR	 cajole furiously. blithely ironic ideas 
98	167180	7181	4	10.00	12471.80	0.03	0.03	A	F	1994-10-23	1994-11-08	1994-11-09	COLLECT COD	RAIL	 carefully. quickly ironic ideas
99	87114	4639	1	10.00	11011.10	0.02	0.01	A	F	1994-05-18	1994-06-03	1994-05-23	COLLECT COD	RAIL	kages. requ
99	123766	3767	2	5.00	8948.80	0.02	0.07	R	F	1994-05-06	1994-05-28	1994-05-20	TAKE BACK RETURN	RAIL	ests cajole fluffily waters. blithe
99	134082	1622	3	42.00	46875.36	0.02	0.02	A	F	1994-04-19	1994-05-18	1994-04-20	NONE	RAIL	kages are fluffily furiously ir
99	108338	849	4	36.00	48467.88	0.09	0.02	A	F	1994-07-04	1994-04-17	1994-07-30	DELIVER IN PERSON	AIR	slyly. slyly e
c_custkey	c_name	c_address	c_nationkey	c_phone	c_acctbal	c_mktsegment	c_comment
1	Customer#000000001	IVhzIApeRb ot,c,E	15	25-989-741-2988	711.56	BUILDING	to the even, regular platelets. regular, ironic epitaphs nag e
2	Customer#000000002	XSTf4,NCwDVaWNe6tEgvwfmRchLXak	13	23-768-687-3665	121.65	AUTOMOBILE	l accounts. blithely ironic theodolites integrate boldly: caref
3	Customer#000000003	MG9kdTD2WBHm	1	11-719-748-3364	7498.12	AUTOMOBILE	 deposits eat slyly ironic, even instructions. express foxes detect slyly. blithely even accounts abov
4	Customer#000000004	XxVSJsLAGtn	4	14-128-190-5944	2866.83	MACHINERY	 requests. final, regular ideas sleep final accou
5	Customer#000000005	KvpyuHCplrB84WgAiGV6sYpZq7Tj	3	13-750-942-6364	794.47	HOUSEHOLD	n accounts will have to unwind. foxes cajole accor
6	Customer#000000006	sKZz0CsnMD7mp4Xd0YrBvx,LREYKUWAh yVn	20	30-114-968-4951	7638.57	AUTOMOBILE	tions. even deposits boost according to the slyly bold packages. final accounts cajole requests. furious
7	Customer#000000007	TcGe5gaZNgVePxU5kRrvXBfkasDTea	18	28-190-982-9759	9561.95	AUTOMOBILE	ainst the ironic, express theodolites. express, even pinto beans among the exp
8	Customer#000000008	I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5	17	27-147-574-9335	6819.74	BUILDING	among the slyly regular theodolites kindle blithely courts. carefully even theodolites haggle slyly along the ide
9	Customer#000000009	xKiAFTjUsCuxfeleNqefumTrjS	8	18-338-906-3675	8324.07	FURNITURE	r theodolites according to the requests wake thinly excuses: pending requests haggle furiousl
10	Customer#000000010	6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2	5	15-741-346-9870	2753.54	HOUSEHOLD	es regular deposits haggle. fur
11	Customer#000000011	PkWS 3HlXqwTuzrKg633BEi	23	33-464-151-3439	-272.60	BUILDING	ckages. requests sleep slyly. quickly even pinto beans promise above the slyly regular pinto beans. 
12	Customer#000000012	9PWKuhzT4Zr1Q	13	23-791-276-1263	3396.49	HOUSEHOLD	 to the carefully final braids. blithely regular requests nag. ironic theodolites boost quickly along
13	Customer#000000013	nsXQu0oVjD7PM659uC3SRSp	3	13-761-547-5974	3857.34	BUILDING	ounts sleep carefully after the close frays. carefully bold notornis use ironic requests. blithely
14	Customer#000000014	KXkletMlL2JQEA 	1	11-845-129-3851	5266.30	FURNITURE	, ironic packages across the unus
15	Customer#000000015	YtWggXoOLdwdo7b0y,BZaGUQMLJMX1Y,EC,6Dn	23	33-687-542-7601	2788.52	HOUSEHOLD	 platelets. regular deposits detect asymptotes. blithely unusual packages nag slyly at the fluf
16	Customer#000000016	cYiaeMLZSMAOQ2 d0W,	10	20-781-609-3107	4681.03	FURNITURE	kly silent courts. thinly regular theodolites sleep fluffily after 
17	Customer#000000017	izrh 6jdqtp2eqdtbkswDD8SG4SzXruMfIXyR7	2	12-970-682-3487	6.34	AUTOMOBILE	packages wake! blithely even pint
18	Customer#000000018	3txGO AiuFux3zT0Z9NYaFRnZt	6	16-155-215-1315	5494.43	BUILDING	s sleep. carefully even instructions nag furiously alongside of t
19	Customer#000000019	uc,3bHIx84H,wdrmLOjVsiqXCq2tr	18	28-396-526-5053	8914.71	HOUSEHOLD	 nag. furiously careful packages are slyly at the accounts. furiously regular in
20	Customer#000000020	JrPk8Pqplj4Ne	22	32-957-234-8742	7603.40	FURNITURE	g alongside of the special excuses-- fluffily enticing packages wake 
21	Customer#000000021	XYmVpr9yAHDEn	8	18-902-614-8344	1428.25	MACHINERY	 quickly final accounts integrate blithely furiously u
22	Customer#000000022	QI6p41,FNs5k7RZoCCVPUTkUdYpB	3	13-806-545-9701	591.98	MACHINERY	s nod furiously above the furiously ironic ideas. 
23	Customer#000000023	OdY W13N7Be3OC5MpgfmcYss0Wn6TKT	3	13-312-472-8245	3332.02	HOUSEHOLD	deposits. special deposits cajole slyly. fluffily special deposits about the furiously 
24	Customer#000000024	HXAFgIAyjxtdqwimt13Y3OZO 4xeLe7U8PqG	13	23-127-851-8031	9255.67	MACHINERY	into beans. fluffily final ideas haggle fluffily
25	Customer#000000025	Hp8GyFQgGHFYSilH5tBfe	12	22-603-468-3533	7133.70	FURNITURE	y. accounts sleep ruthlessly according to the regular theodolites. unusual instructions sleep. ironic, final
26	Customer#000000026	8ljrc5ZeMl7UciP	22	32-363-455-4837	5182.05	AUTOMOBILE	c requests use furiously ironic requests. slyly ironic dependencies us
27	Customer#000000027	IS8GIyxpBrLpMT0u7	3	13-137-193-2709	5679.84	BUILDING	 about the carefully ironic pinto beans. accoun
28	Customer#000000028	iVyg0daQ,Tha8x2WPWA9m2529m	8	18-774-241-1462	1007.18	FURNITURE	 along the regular deposits. furiously final pac
29	Customer#000000029	sJ5adtfyAkCK63df2,vF25zyQMVYE34uh	0	10-773-203-7342	7618.27	FURNITURE	its after the carefully final platelets x-ray against 
30	Customer#000000030	nJDsELGAavU63Jl0c5NKsKfL8rIJQQkQnYL2QJY	1	11-764-165-5076	9321.01	BUILDING	lithely final requests. furiously unusual account
31	Customer#000000031	LUACbO0viaAv6eXOAebryDB xjVst	23	33-197-837-7094	5236.89	HOUSEHOLD	s use among the blithely pending depo
32	Customer#000000032	jD2xZzi UmId,DCtNBLXKj9q0Tlp2iQ6ZcO3J	15	25-430-914-2194	3471.53	BUILDING	cial ideas. final, furious requests across the e
33	Customer#000000033	qFSlMuLucBmx9xnn5ib2csWUweg D	17	27-375-391-1280	-78.56	AUTOMOBILE	s. slyly regular accounts are furiously. carefully pending requests
34	Customer#000000034	Q6G9wZ6dnczmtOx509xgE,M2KV	15	25-344-968-5422	8589.70	HOUSEHOLD	nder against the even, pending accounts. even
35	Customer#000000035	TEjWGE4nBzJL2	17	27-566-888-7431	1228.24	HOUSEHOLD	requests. special, express requests nag slyly furiousl
36	Customer#000000036	3TvCzjuPzpJ0,DdJ8kW5U	21	31-704-669-5769	4987.27	BUILDING	haggle. enticing, quiet platelets grow quickly bold sheaves. carefully regular acc
37	Customer#000000037	7EV4Pwh,3SboctTWt	8	18-385-235-7162	-917.75	FURNITURE	ilent packages are carefully among the deposits. furiousl
38	Customer#000000038	a5Ee5e9568R8RLP 2ap7	12	22-306-880-7212	6345.11	HOUSEHOLD	lar excuses. closely even asymptotes cajole blithely excuses. carefully silent pinto beans sleep carefully fin
39	Customer#000000039	nnbRg,Pvy33dfkorYE FdeZ60	2	12-387-467-6509	6264.31	AUTOMOBILE	tions. slyly silent excuses slee
40	Customer#000000040	gOnGWAyhSV1ofv	3	13-652-915-8939	1335.30	BUILDING	rges impress after the slyly ironic courts. foxes are. blithely 
41	Customer#000000041	IM9mzmyoxeBmvNw8lA7G3Ydska2nkZF	10	20-917-711-4011	270.95	HOUSEHOLD	ly regular accounts hang bold, silent packages. unusual foxes haggle slyly above the special, final depo
42	Customer#000000042	ziSrvyyBke	5	15-416-330-4175	8727.01	BUILDING	ssly according to the pinto beans: carefully special requests across the even, pending accounts wake special
43	Customer#000000043	ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd	19	29-316-665-2897	9904.28	MACHINERY	ial requests: carefully pending foxes detect quickly. carefully final courts cajole quickly. carefully
44	Customer#000000044	Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi	16	26-190-260-5375	7315.94	AUTOMOBILE	r requests around the unusual, bold a
45	Customer#000000045	4v3OcpFgoOmMG,CbnF,4mdC	9	19-715-298-9917	9983.38	AUTOMOBILE	nto beans haggle slyly alongside of t
46	Customer#000000046	eaTXWWm10L9	6	16-357-681-2007	5744.59	AUTOMOBILE	ctions. accounts sleep furiously even requests. regular, regular accounts cajole blithely around the final pa
47	Customer#000000047	b0UgocSqEW5 gdVbhNT	2	12-427-271-9466	274.58	BUILDING	ions. express, ironic instructions sleep furiously ironic ideas. furi
48	Customer#000000048	0UU iPhBupFvemNB	0	10-508-348-5882	3792.50	BUILDING	re fluffily pending foxes. pending, bold platelets sleep slyly. even platelets cajo
49	Customer#000000049	cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl	10	20-908-631-4424	4573.94	FURNITURE	nusual foxes! fluffily pending packages maintain to the regular 
50	Customer#000000050	9SzDYlkzxByyJ1QeTI o	6	16-658-112-3221	4266.13	MACHINERY	ts. furiously ironic accounts cajole furiously slyly ironic dinos.
51	Customer#000000051	uR,wEaiTvo4	12	22-344-885-4251	855.87	FURNITURE	eposits. furiously regular requests integrate carefully packages. furious
52	Customer#000000052	7 QOqGqqSy9jfV51BC71jcHJSD0	11	21-186-284-5998	5630.28	HOUSEHOLD	ic platelets use evenly even accounts. stealthy theodolites cajole furiou
53	Customer#000000053	HnaxHzTfFTZs8MuCpJyTbZ47Cm4wFOOgib	15	25-168-852-5363	4113.64	HOUSEHOLD	ar accounts are. even foxes are blithely. fluffily pending deposits boost
54	Customer#000000054	,k4vf 5vECGWFy,hosTE,	4	14-776-370-4745	868.90	AUTOMOBILE	sual, silent accounts. furiously express accounts cajole special deposits. final, final accounts use furi
55	Customer#000000055	zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom	10	20-180-440-8525	4572.11	MACHINERY	ully unusual packages wake bravely bold packages. unusual requests boost deposits! blithely ironic packages ab
56	Customer#000000056	BJYZYJQk4yD5B	10	20-895-685-6920	6530.86	FURNITURE	. notornis wake carefully. carefully fluffy requests are furiously even accounts. slyly expre
57	Customer#000000057	97XYbsuOPRXPWU	21	31-835-306-1650	4151.93	AUTOMOBILE	ove the carefully special packages. even, unusual deposits sleep slyly pend
58	Customer#000000058	g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T	13	23-244-493-2508	6478.46	HOUSEHOLD	ideas. ironic ideas affix furiously express, final instructions. regular excuses use quickly e
59	Customer#000000059	zLOCP0wh92OtBihgspOGl4	1	11-355-584-3112	3458.60	MACHINERY	ously final packages haggle blithely after the express deposits. furiou
60	Customer#000000060	FyodhjwMChsZmUz7Jz0H	12	22-480-575-5866	2741.87	MACHINERY	latelets. blithely unusual courts boost furiously about the packages. blithely final instruct
61	Customer#000000061	9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE	17	27-626-559-8599	1536.24	FURNITURE	egular packages shall have to impress along the 
62	Customer#000000062	upJK2Dnw13,	7	17-361-978-7059	595.61	MACHINERY	kly special dolphins. pinto beans are slyly. quickly regular accounts are furiously a
63	Customer#000000063	IXRSpVWWZraKII	21	31-952-552-9584	9331.13	AUTOMOBILE	ithely even accounts detect slyly above the fluffily ir
64	Customer#000000064	MbCeGY20kaKK3oalJD,OT	3	13-558-731-7204	-646.64	BUILDING	structions after the quietly ironic theodolites cajole be
65	Customer#000000065	RGT yzQ0y4l0H90P783LG4U95bXQFDRXbWa1sl,X	23	33-733-623-5267	8795.16	AUTOMOBILE	y final foxes serve carefully. theodolites are carefully. pending i
66	Customer#000000066	XbsEqXH1ETbJYYtA1A	22	32-213-373-5094	242.77	HOUSEHOLD	le slyly accounts. carefully silent packages benea
67	Customer#000000067	rfG0cOgtr5W8 xILkwp9fpCS8	9	19-403-114-4356	8166.59	MACHINERY	indle furiously final, even theodo
68	Customer#000000068	o8AibcCRkXvQFh8hF,7o	12	22-918-832-2411	6853.37	HOUSEHOLD	 pending pinto beans impress realms. final dependencies 
69	Customer#000000069	Ltx17nO9Wwhtdbe9QZVxNgP98V7xW97uvSH1prEw	9	19-225-978-5670	1709.28	HOUSEHOLD	thely final ideas around the quickly final dependencies affix carefully quickly final theodolites. final accounts c
70	Customer#000000070	mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ	22	32-828-107-2832	4867.52	FURNITURE	fter the special asymptotes. ideas after the unusual frets cajole quickly regular pinto be
71	Customer#000000071	TlGalgdXWBmMV,6agLyWYDyIz9MKzcY8gl,w6t1B	7	17-710-812-5403	-611.19	HOUSEHOLD	g courts across the regular, final pinto beans are blithely pending ac
72	Customer#000000072	putjlmskxE,zs,HqeIA9Wqu7dhgH5BVCwDwHHcf	2	12-759-144-9689	-362.86	FURNITURE	ithely final foxes sleep always quickly bold accounts. final wat
73	Customer#000000073	8IhIxreu4Ug6tt5mog4	0	10-473-439-3214	4288.50	BUILDING	usual, unusual packages sleep busily along the furiou
74	Customer#000000074	IkJHCA3ZThF7qL7VKcrU nRLl,kylf 	4	14-199-862-7209	2764.43	MACHINERY	onic accounts. blithely slow packages would haggle carefully. qui
75	Customer#000000075	Dh 6jZ,cwxWLKQfRKkiGrzv6pm	18	28-247-803-9025	6684.10	AUTOMOBILE	 instructions cajole even, even deposits. finally bold deposits use above the even pains. slyl
76	Customer#000000076	m3sbCvjMOHyaOofH,e UkGPtqc4	0	10-349-718-3044	5745.33	FURNITURE	pecial deposits. ironic ideas boost blithely according to the closely ironic theodolites! furiously final deposits n
77	Customer#000000077	4tAE5KdMFGD4byHtXF92vx	17	27-269-357-4674	1738.87	BUILDING	uffily silent requests. carefully ironic asymptotes among the ironic hockey players are carefully bli
78	Customer#000000078	HBOta,ZNqpg3U2cSL0kbrftkPwzX	9	19-960-700-9191	7136.97	FURNITURE	ests. blithely bold pinto beans h
79	Customer#000000079	n5hH2ftkVRwW8idtD,BmM2	15	25-147-850-4166	5121.28	MACHINERY	es. packages haggle furiously. regular, special requests poach after the quickly express ideas. blithely pending re
80	Customer#000000080	K,vtXp8qYB 	0	10-267-172-7101	7383.53	FURNITURE	tect among the dependencies. bold accounts engage closely even pinto beans. ca
81	Customer#000000081	SH6lPA7JiiNC6dNTrR	20	30-165-277-3269	2023.71	BUILDING	r packages. fluffily ironic requests cajole fluffily. ironically regular theodolit
82	Customer#000000082	zhG3EZbap4c992Gj3bK,3Ne,Xn	18	28-159-442-5305	9468.34	AUTOMOBILE	s wake. bravely regular accounts are furiously. regula
83	Customer#000000083	HnhTNB5xpnSF20JBH4Ycs6psVnkC3RDf	22	32-817-154-4122	6463.51	BUILDING	ccording to the quickly bold warhorses. final, regular foxes integrate carefully. bold packages nag blithely ev
84	Customer#000000084	lpXz6Fwr9945rnbtMc8PlueilS1WmASr CB	11	21-546-818-3802	5174.71	FURNITURE	ly blithe foxes. special asymptotes haggle blithely against the furiously regular depo
85	Customer#000000085	siRerlDwiolhYR 8FgksoezycLj	5	15-745-585-8219	3386.64	FURNITURE	ronic ideas use above the slowly pendin
86	Customer#000000086	US6EGGHXbTTXPL9SBsxQJsuvy	0	10-677-951-2353	3306.32	HOUSEHOLD	quests. pending dugouts are carefully aroun
87	Customer#000000087	hgGhHVSWQl 6jZ6Ev	23	33-869-884-7053	6327.54	FURNITURE	hely ironic requests integrate according to the ironic accounts. slyly regular pla
88	Customer#000000088	wtkjBN9eyrFuENSMmMFlJ3e7jE5KXcg	16	26-516-273-2566	8031.44	AUTOMOBILE	s are quickly above the quickly ironic instructions; even requests about the carefully final deposi
89	Customer#000000089	dtR, y9JQWUO6FoJExyp8whOU	14	24-394-451-5404	1530.76	FURNITURE	counts are slyly beyond the slyly final accounts. quickly final ideas wake. r
90	Customer#000000090	QxCzH7VxxYUWwfL7	16	26-603-491-1238	7354.23	BUILDING	sly across the furiously even 
91	Customer#000000091	S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q	8	18-239-400-3677	4643.14	AUTOMOBILE	onic accounts. fluffily silent pinto beans boost blithely according to the fluffily exp
92	Customer#000000092	obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,	2	12-446-416-8471	1182.91	MACHINERY	. pinto beans hang slyly final deposits. ac
93	Customer#000000093	EHXBr2QGdh	7	17-359-388-5266	2182.52	MACHINERY	press deposits. carefully regular platelets r
94	Customer#000000094	IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf	9	19-953-499-8833	5500.11	HOUSEHOLD	latelets across the bold, final requests sleep according to the fluffily bold accounts. unusual deposits amon
95	Customer#000000095	EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7	15	25-923-255-2929	5327.38	MACHINERY	ithely. ruthlessly final requests wake slyly alongside of the furiously silent pinto beans. even the
96	Customer#000000096	vWLOrmXhRR	8	18-422-845-1202	6323.92	AUTOMOBILE	press requests believe furiously. carefully final instructions snooze carefully. 
97	Customer#000000097	OApyejbhJG,0Iw3j rd1M	17	27-588-919-5638	2164.48	AUTOMOBILE	haggle slyly. bold, special ideas are blithely above the thinly bold theo
98	Customer#000000098	7yiheXNSpuEAwbswDW	12	22-885-845-6889	-551.37	BUILDING	ages. furiously pending accounts are quickly carefully final foxes: busily pe
99	Customer#000000099	szsrOiPtCHVS97Lt	15	25-515-237-9232	4088.65	HOUSEHOLD	cajole slyly about the regular theodolites! furiously bold requests nag along the pending, regular packages. somas
l_orderkey	l_partkey	l_suppkey	l_linenumber	l_quantity	l_extendedprice	l_discount	l_tax	l_returnflag	l_linestatus	l_shipdate	l_commitdate	l_receiptdate	l_shipinstruct	l_shipmode	l_comment
1	155190	7706	1	17.00	21168.23	0.04	0.02	N	O	1996-03-13	1996-02-12	1996-03-22	DELIVER IN PERSON	TRUCK	egular courts above the
1	67310	7311	2	36.00	45983.16	0.09	0.06	N	O	1996-04-12	1996-02-28	1996-04-20	TAKE BACK RETURN	MAIL	ly final dependencies: slyly bold 
1	63700	3701	3	8.00	13309.60	0.10	0.02	N	O	1996-01-29	1996-03-05	1996-01-31	TAKE BACK RETURN	REG AIR	riously. regular, express dep
1	2132	4633	4	28.00	28955.64	0.09	0.06	N	O	1996-04-21	1996-03-30	1996-05-16	NONE	AIR	lites. fluffily even de
1	24027	1534	5	24.00	22824.48	0.10	0.04	N	O	1996-03-30	1996-03-14	1996-04-01	NONE	FOB	 pending foxes. slyly re
